"rep","condition","acceptance_rate","method","r_full","rho_full","r_diag","rho_diag","r_off","rho_off","r_sym","r_min","rmse_full","rmse_diag","pairing_rate","elapsed_sec"
2,"bilateral",0.75,"clogit_K2",0.61172749253698,0.864368917293077,0.275310139363518,0.6,0.939229607721867,0.933049948129609,0.606010130893392,0.607858852035081,0.899888671272574,1.83411837654111,0.9996,1.54012513160706
3,"bilateral",0.25,"crude_ratio",0.694755157795537,0.316420764366216,0.753798760068742,0.7,-0.307933176497644,-0.276963731561587,0.699744986873577,0.700174245502913,1.32533063174832,1.61451274368939,0.997,1.53298592567444
3,"bilateral",0.25,"loglinear_3way",0.739765862768212,0.338029987298543,0.633875160351743,0.4,-0.280289206793778,-0.26182910142161,0.743297301125364,0.742389078543736,0.794900617416285,1.05765804151998,0.997,1.53298592567444
3,"bilateral",0.25,"clogit_K2",0.885732476640341,0.936528286727811,0.905655835014454,0.9,0.837911960283959,0.877051816611692,0.883623507915876,0.882534321121476,0.947778429959644,0.626421500379644,0.997,1.53298592567444
3,"bilateral",0.5,"crude_ratio",0.52570917283262,0.253136611492972,0.702567344073459,0.5,-0.344813331347822,-0.275450268547589,0.532024805880474,0.535157205288547,1.00692392293134,1.9562513086068,0.9992,1.55739808082581
3,"bilateral",0.5,"loglinear_3way",0.515270239039576,0.0729311273966033,0.286472833356058,0.4,-0.513853824291965,-0.584196723403129,0.519381058423751,0.522887579113802,0.974186434176057,1.93323255696926,0.9992,1.55739808082581
3,"bilateral",0.5,"clogit_K2",0.798635537932859,0.94694701921304,0.664222498352236,0.7,0.930931612302756,0.903537419356653,0.793915486957299,0.794734091334122,0.845164007336727,0.908798773561758,0.9992,1.55739808082581
3,"bilateral",0.75,"crude_ratio",-0.584667008035497,-0.773687356773491,-0.608803384567222,-0.3,-0.758713710593949,-0.762028627547864,-0.583860750462533,-0.58480438200294,1.51120672548467,2.59253657420568,0.9998,1.56550288200378
3,"bilateral",0.75,"loglinear_3way",-0.575323610550043,-0.82616689818057,0.0537539708287671,0.3,-0.76765295805229,-0.843755630303742,-0.577292583815104,-0.572203877465519,1.50967846544417,2.93124768337914,0.9998,1.56550288200378
3,"bilateral",0.75,"clogit_K2",0.63440714004991,0.875559407740175,0.14021174607975,-0.2,0.947024182706961,0.912618197440639,0.627312405769214,0.628959820682188,0.880101186351955,1.82586064899267,0.9998,1.56550288200378
4,"bilateral",0.25,"crude_ratio",0.756072016110336,0.373144974563574,0.739840756318559,0.7,-0.320946883548821,-0.224749257578665,0.756072330831064,0.758218614749229,1.21407580927076,1.62338892801317,0.9998,1.48301196098328
4,"bilateral",0.25,"loglinear_3way",0.804848465543392,0.275903471368103,0.604192889134848,0.4,-0.473485828363296,-0.410905208300387,0.802348484043563,0.802733965492252,0.724909824699441,1.14255538995498,0.9998,1.48301196098328
4,"bilateral",0.25,"clogit_K2",0.89391730054254,0.954664598831728,0.897152356204231,0.9,0.90355406104747,0.912618197440639,0.888714180513646,0.888897392819593,0.874124874052064,0.615085324760219,0.9998,1.48301196098328
4,"bilateral",0.5,"crude_ratio",0.313805191266426,0.0459195987311947,0.394552786038544,0.1,-0.365671329901424,-0.426039838440365,0.312879841599157,0.31755999981579,1.04771217315259,2.06222667110486,0.9998,1.5184268951416
4,"bilateral",0.5,"loglinear_3way",0.258508656181941,-0.143161101926666,-0.0154271563301756,0,-0.57135473047283,-0.674247772735995,0.255036091003438,0.260935050550134,1.06340934811679,2.13901007405599,0.9998,1.5184268951416
4,"bilateral",0.5,"clogit_K2",0.772313407638446,0.959681025583876,0.565225789397361,0.6,0.938300674969608,0.941373994706596,0.765951790735,0.766997400036092,0.834053125935027,1.09003432066383,0.9998,1.5184268951416
4,"bilateral",0.75,"crude_ratio",-0.568311908100274,-0.884434624301666,-0.334291237712351,-0.6,-0.803224351391939,-0.864187380992711,-0.566539003331776,-0.568111165100939,1.50248596788159,2.55019887080062,0.9998,1.5302050113678
4,"bilateral",0.75,"loglinear_3way",-0.564303493935521,-0.848547879074766,0.148489395896812,0.3,-0.812803876600726,-0.85813352893672,-0.563527375767935,-0.558555056565795,1.49906509017986,2.88227116285143,0.9998,1.5302050113678
4,"bilateral",0.75,"clogit_K2",0.664352529200951,0.877874681625781,0.419664188739878,0.6,0.917810851261711,0.923212438538623,0.6604012071189,0.6610957520265,0.856649194505371,1.73670147027336,0.9998,1.5302050113678
5,"bilateral",0.25,"crude_ratio",0.796071381322893,0.455337197502603,0.738506291358661,0.7,-0.0189339542925855,-0.0635654465879052,0.799428207104761,0.802911092220774,1.25969896784194,1.63553118634609,0.999,1.51678204536438
5,"bilateral",0.25,"loglinear_3way",0.842813777207295,0.420222210237572,0.469739843800072,0.4,-0.110868579687915,-0.127887624682809,0.84406942835992,0.84516629430073,0.680167379736161,1.1374183548703,0.999,1.51678204536438
5,"bilateral",0.25,"clogit_K2",0.883849615563453,0.967784484183498,0.850333423916773,0.7,0.927224992280185,0.941373994706596,0.879888789610643,0.880991494394527,0.938302690868722,0.692808300333635,0.999,1.51678204536438
